,0
0.0,4.208633323120915e-05
0.01001001001001001,4.2066367135620096e-05
0.02002002002002002,4.204640104003104e-05
0.03003003003003003,4.202643494444199e-05
0.04004004004004004,4.200646884885294e-05
0.050050050050050046,4.198650275326389e-05
0.06006006006006006,4.196653665767483e-05
0.07007007007007007,4.194657056208578e-05
0.08008008008008008,4.1926604466496725e-05
0.09009009009009009,4.190663837090767e-05
0.10010010010010009,4.189046583348054e-05
0.11011011011011011,4.224985555408349e-05
0.12012012012012012,4.260924527468645e-05
0.13013013013013014,4.296863499528941e-05
0.14014014014014015,4.332802471589237e-05
0.15015015015015015,4.368741443649532e-05
0.16016016016016016,4.4046804157098277e-05
0.17017017017017017,4.440619387770123e-05
0.18018018018018017,4.4765583598304186e-05
0.19019019019019018,4.5124973318907144e-05
0.20020020020020018,4.554905318921862e-05
0.21021021021021022,4.914295039524819e-05
0.22022022022022023,5.273684760127775e-05
0.23023023023023023,5.6330744807307305e-05
0.24024024024024024,5.9924642013336866e-05
0.2502502502502503,6.351853921936643e-05
0.2602602602602603,6.711243642539599e-05
0.2702702702702703,7.070633363142554e-05
0.2802802802802803,7.43002308374551e-05
0.2902902902902903,7.789412804348467e-05
0.3003003003003003,8.153654286179562e-05
0.3103103103103103,8.674769381053848e-05
0.3203203203203203,9.195884475928133e-05
0.3303303303303303,9.716999570802419e-05
0.34034034034034033,0.00010238114665676705
0.35035035035035034,0.0001075922976055099
0.36036036036036034,0.00011280344855425277
0.37037037037037035,0.00011801459950299561
0.38038038038038036,0.00012322575045173848
0.39039039039039036,0.00012843690140048133
0.40040040040040037,0.00013644330573169125
0.41041041041041043,0.00021153579124212038
0.42042042042042044,0.0002866282767525491
0.43043043043043044,0.00036172076226297784
0.44044044044044045,0.0004368132477734066
0.45045045045045046,0.0005119057332838352
0.46046046046046046,0.000586998218794264
0.47047047047047047,0.0006620907043046927
0.4804804804804805,0.0007371831898151214
0.4904904904904905,0.0008122756753255501
0.5005005005005005,0.0013094853639511006
0.5105105105105106,0.009826921911763207
0.5205205205205206,0.018344358459575313
0.5305305305305306,0.026861795007387418
0.5405405405405406,0.03537923155519952
0.5505505505505506,0.04389666810301163
0.5605605605605606,0.05241410465082373
0.5705705705705706,0.06093154119863584
0.5805805805805806,0.06944897774644794
0.5905905905905906,0.07796641429426006
0.6006006006006006,0.08648385084207216
0.6106106106106106,0.09500128738988427
0.6206206206206206,0.10351872393769637
0.6306306306306306,0.11203616048550848
0.6406406406406406,0.12055359703332058
0.6506506506506506,0.1290710335811327
0.6606606606606606,0.13758847012894482
0.6706706706706707,0.1461059066767569
0.6806806806806807,0.15462334322456903
0.6906906906906907,0.16314077977238112
0.7007007007007007,0.17165821632019324
0.7107107107107107,0.18017565286800533
0.7207207207207207,0.18869308941581744
0.7307307307307307,0.19721052596362956
0.7407407407407407,0.20572796251144165
0.7507507507507507,0.21424539905925377
0.7607607607607607,0.22276283560706586
0.7707707707707707,0.23128027215487798
0.7807807807807807,0.23979770870269007
0.7907907907907907,0.2483151452505022
0.8008008008008007,0.25741093130348214
0.8108108108108109,0.2731577366658939
0.8208208208208209,0.2889045420283054
0.8308308308308309,0.3046513473907169
0.8408408408408409,0.32039815275312844
0.8508508508508509,0.33614495811554
0.8608608608608609,0.3518917634779515
0.8708708708708709,0.36763856884036306
0.8808808808808809,0.3833853742027746
0.8908908908908909,0.3991321795651861
0.9009009009009009,0.41487898492759767
0.9109109109109109,0.43062579029000914
0.9209209209209209,0.4463725956524207
0.9309309309309309,0.46211940101483223
0.9409409409409409,0.47786620637724375
0.950950950950951,0.4936130117396553
0.960960960960961,0.5093598171020668
0.970970970970971,0.5251066224644784
0.980980980980981,0.5408534278268899
0.990990990990991,0.5566002331893014
1.001001001001001,0.5723470385517131
1.011011011011011,0.5880938439141247
1.021021021021021,0.6038406492765362
1.031031031031031,0.6195874546389477
1.0410410410410411,0.6353342600013592
1.0510510510510511,0.6510810653637708
1.0610610610610611,0.6668278707261823
1.0710710710710711,0.6825746760885938
1.0810810810810811,0.6983214814510054
1.0910910910910911,0.7140682868134169
1.1011011011011012,0.7298150921758284
1.1111111111111112,0.7455618975382399
1.1211211211211212,0.7613087029006516
1.1311311311311312,0.777055508263063
1.1411411411411412,0.7928023136254745
1.1511511511511512,0.8085491189878862
1.1611611611611612,0.8242959243502976
1.1711711711711712,0.8400427297127091
1.1811811811811812,0.8557895350751206
1.1911911911911912,0.8715363404375323
